,mfr_id,mfr_name,address_1,pin,email,phone
345,346,SK LIFE,Dehradun,277868,sklife@mail.com,5185659238
346,347,MERZ PHARMS,Pune,286576,merzpharms@mail.com,3788044895
347,348,AUXILIUM PHARMS,ABC City,720595,auxiliumpharms@mail.com,8915558195
348,349,KARYOPHARM THERAPS,Dehradun,957492,karyopharmtheraps@mail.com,3224934888
349,350,ANTARES PHARMA INC,Mohali,993662,antarespharmainc@mail.com,6669528520
350,351,JANSSEN PRODS,Delhi,176478,janssenprods@mail.com,2727963037
351,352,CELLTRION,ABC City,700998,celltrion@mail.com,7804093705
352,353,COHERUS BIOSCIENCES INC,Pune,629293,coherusbiosciencesinc@mail.com,2187088023
353,354,AIMMUNE,Pune,127366,aimmune@mail.com,4770475289
354,355,ZENPEP,Delhi,674980,zenpep@mail.com,2688043118
355,356,CELGENE INTL,Dehradun,833286,celgeneintl@mail.com,6187616196
356,357,RECRO GAINESVILLE,Dehradun,930287,recrogainesville@mail.com,2702214748
357,358,STRIDES PHARMA,Kolkata,284920,stridespharma@mail.com,9416350761
358,359,MARINUS PHARMACEUTICALS,Mohali,138062,marinuspharmaceuticals@mail.com,2431021605
359,360,OREXO US INC,Delhi,393377,orexousinc@mail.com,4897457133
360,361,SAGE THERAP,Mohali,631466,sagetherap@mail.com,2481706637
361,362,INCYTE,DEF City,116695,incyte@mail.com,6353639317
362,363,ELI LILLY CO,Dehradun,554363,elilillyco@mail.com,4549571239
